# pixel_no sector_no crate_no pdp_addr pdp_chan pdp_gchan fadc_addr fadc_chan trigger_addr three_pixel_patch four_pixel_patch trace_idx has_pixel ring pixel_x pixel_y pixel_w pixel_q pixel_r pdp_board_rev pixel_dynodes pixel_hv_offset pixel_hv_setpoint pixel_gain_exponent pixel_preamp_gain 
0x846 1 7 0x84 6 1122 0x83 6 0x80 1 1 1122 1 22 1025.000000 187.638837 50.000000 23.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x847 1 7 0x84 4 1120 0x83 7 0x80 0 1 1123 1 21 975.000000 187.638837 50.000000 22.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x848 1 7 0x84 11 1127 0x83 8 0x80 4 2 1124 1 19 950.000000 57.735027 50.000000 20.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x849 1 7 0x84 9 1125 0x83 9 0x80 0 2 1125 1 20 925.000000 187.638837 50.000000 21.000000 -17.000000 0 0 0.000000 0.000000 0.000000 0
0x84a 1 7 0x84 10 1126 0x83 10 0x80 4 2 1126 1 19 925.000000 101.036297 50.000000 20.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x84b 1 7 0x84 8 1124 0x83 11 0x80 0 2 1127 1 20 950.000000 144.337567 50.000000 21.000000 -18.000000 0 0 0.000000 0.000000 0.000000 0
0x860 1 7 0x86 3 1131 0x84 0 0x80 5 0 1128 1 21 1050.000000 -28.867513 50.000000 21.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x861 1 7 0x86 1 1129 0x84 1 0x80 5 0 1129 1 20 1000.000000 -28.867513 50.000000 20.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x862 1 7 0x86 2 1130 0x84 2 0x80 5 0 1130 1 21 1025.000000 -72.168784 50.000000 20.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x863 1 7 0x86 0 1128 0x84 3 0x80 4 0 1131 1 20 975.000000 -72.168784 50.000000 19.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x864 1 7 0x86 7 1135 0x84 4 0x80 1 1 1132 1 21 1050.000000 57.735027 50.000000 22.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x865 1 7 0x86 5 1133 0x84 5 0x80 1 1 1133 1 20 1000.000000 57.735027 50.000000 21.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x866 1 7 0x86 6 1134 0x84 6 0x80 1 1 1134 1 20 1025.000000 14.433757 50.000000 21.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x867 1 7 0x86 4 1132 0x84 7 0x80 0 1 1135 1 19 975.000000 14.433757 50.000000 20.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x868 1 7 0x86 11 1139 0x84 8 0x80 4 2 1136 1 20 950.000000 -115.470054 50.000000 18.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x869 1 7 0x86 9 1137 0x84 9 0x80 0 2 1137 1 18 925.000000 14.433757 50.000000 19.000000 -19.000000 0 0 0.000000 0.000000 0.000000 0
0x86a 1 7 0x86 10 1138 0x84 10 0x80 4 2 1138 1 19 925.000000 -72.168784 50.000000 18.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x86b 1 7 0x86 8 1136 0x84 11 0x80 0 2 1139 1 19 950.000000 -28.867513 50.000000 19.000000 -20.000000 0 0 0.000000 0.000000 0.000000 0
0x880 1 7 0x88 3 1143 0x85 0 0x80 5 0 1140 1 23 1050.000000 -202.072594 50.000000 19.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x881 1 7 0x88 1 1141 0x85 1 0x80 5 0 1141 1 22 1000.000000 -202.072594 50.000000 18.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x882 1 7 0x88 2 1142 0x85 2 0x80 5 0 1142 1 23 1025.000000 -245.373864 50.000000 18.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x883 1 7 0x88 0 1140 0x85 3 0x80 4 0 1143 1 22 975.000000 -245.373864 50.000000 17.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x884 1 7 0x88 7 1147 0x85 4 0x80 1 1 1144 1 22 1050.000000 -115.470054 50.000000 20.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x885 1 7 0x88 5 1145 0x85 5 0x80 1 1 1145 1 21 1000.000000 -115.470054 50.000000 19.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x886 1 7 0x88 6 1146 0x85 6 0x80 1 1 1146 1 22 1025.000000 -158.771324 50.000000 19.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x887 1 7 0x88 4 1144 0x85 7 0x80 0 1 1147 1 21 975.000000 -158.771324 50.000000 18.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x888 1 7 0x88 11 1151 0x85 8 0x80 4 2 1148 1 22 950.000000 -288.675135 50.000000 16.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x889 1 7 0x88 9 1149 0x85 9 0x80 0 2 1149 1 20 925.000000 -158.771324 50.000000 17.000000 -21.000000 0 0 0.000000 0.000000 0.000000 0
0x88a 1 7 0x88 10 1150 0x85 10 0x80 4 2 1150 1 21 925.000000 -245.373864 50.000000 16.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x88b 1 7 0x88 8 1148 0x85 11 0x80 0 2 1151 1 21 950.000000 -202.072594 50.000000 17.000000 -22.000000 0 0 0.000000 0.000000 0.000000 0
0x8a0 1 7 0x8a 3 1155 0x86 0 0x80 5 0 1152 1 25 1050.000000 -375.277675 50.000000 17.000000 -26.000000 0 0 0.000000 0.000000 0.000000 0
0x8a1 1 7 0x8a 1 1153 0x86 1 0x80 5 0 1153 1 24 1000.000000 -375.277675 50.000000 16.000000 -25.000000 0 0 0.000000 0.000000 0.000000 0
0x8a2 1 7 0x8a 2 1154 0x86 2 0x80 5 0 1154 1 25 1025.000000 -418.578945 50.000000 16.000000 -26.000000 0 0 0.000000 0.000000 0.000000 0
0x8a3 1 7 0x8a 0 1152 0x86 3 0x80 4 0 1155 1 24 975.000000 -418.578945 50.000000 15.000000 -25.000000 0 0 0.000000 0.000000 0.000000 0
0x8a4 1 7 0x8a 7 1159 0x86 4 0x80 1 1 1156 1 24 1050.000000 -288.675135 50.000000 18.000000 -25.000000 0 0 0.000000 0.000000 0.000000 0
0x8a5 1 7 0x8a 5 1157 0x86 5 0x80 1 1 1157 1 23 1000.000000 -288.675135 50.000000 17.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x8a6 1 7 0x8a 6 1158 0x86 6 0x80 1 1 1158 1 24 1025.000000 -331.976405 50.000000 17.000000 -25.000000 0 0 0.000000 0.000000 0.000000 0
0x8a7 1 7 0x8a 4 1156 0x86 7 0x80 0 1 1159 1 23 975.000000 -331.976405 50.000000 16.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x8a8 1 7 0x8a 11 1163 0x86 8 0x80 4 2 1160 1 24 950.000000 -461.880215 50.000000 14.000000 -25.000000 0 0 0.000000 0.000000 0.000000 0
0x8a9 1 7 0x8a 9 1161 0x86 9 0x80 0 2 1161 1 22 925.000000 -331.976405 50.000000 15.000000 -23.000000 0 0 0.000000 0.000000 0.000000 0
0x8aa 1 7 0x8a 10 1162 0x86 10 0x80 4 2 1162 1 23 925.000000 -418.578945 50.000000 14.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x8ab 1 7 0x8a 8 1160 0x86 11 0x80 0 2 1163 1 23 950.000000 -375.277675 50.000000 15.000000 -24.000000 0 0 0.000000 0.000000 0.000000 0
0x8c0 1 7 0x8c 3 1167 0x87 0 0x80 5 0 1164 1 27 1050.000000 -548.482756 50.000000 15.000000 -28.000000 0 0 0.000000 0.000000 0.000000 0
0x8c1 1 7 0x8c 1 1165 0x87 1 0x80 5 0 1165 1 26 1000.000000 -548.482756 50.000000 14.000000 -27.000000 0 0 0.000000 0.000000 0.000000 0
0x8c2 1 7 0x8c 2 1166 0x87 2 0x80 5 0 1166 1 27 1025.000000 -591.784026 50.000000 14.000000 -28.000000 0 0 0.000000 0.000000 0.000000 0
0x8c3 1 7 0x8c 0 1164 0x87 3 0x80 4 0 1167 1 26 975.000000 -591.784026 50.000000 13.000000 -27.000000 0 0 0.000000 0.000000 0.000000 0
0x8c4 1 7 0x8c 7 1171 0x87 4 0x80 1 1 1168 1 26 1050.000000 -461.880215 50.000000 16.000000 -27.000000 0 0 0.000000 0.000000 0.000000 0
0x8c5 1 7 0x8c 5 1169 0x87 5 0x80 1 1 1169 1 25 1000.000000 -461.880215 50.000000 15.000000 -26.000000 0 0 0.000000 0.000000 0.000000 0
0x8c6 1 7 0x8c 6 1170 0x87 6 0x80 1 1 1170 1 26 1025.000000 -505.181486 50.000000 15.000000 -27.000000 0 0 0.000000 0.000000 0.000000 0
0x8c7 1 7 0x8c 4 1168 0x87 7 0x80 0 1 1171 1 25 975.000000 -505.181486 50.000000 14.000000 -26.000000 0 0 0.000000 0.000000 0.000000 0
0x8c8 1 7 0x8c 11 1175 0x87 8 0x80 4 2 1172 1 26 950.000000 -635.085296 50.000000 12.000000 -27.000000 0 0 0.000000 0.000000 0.000000 0
0x8c9 1 7 0x8c 9 1173 0x87 9 0x80 0 2 1173 1 24 925.000000 -505.181486 50.000000 13.000000 -25.000000 0 0 0.000000 0.000000 0.000000 0
0x8ca 1 7 0x8c 10 1174 0x87 10 0x80 4 2 1174 1 25 925.000000 -591.784026 50.000000 12.000000 -26.000000 0 0 0.000000 0.000000 0.000000 0
0x8cb 1 7 0x8c 8 1172 0x87 11 0x80 0 2 1175 1 25 950.000000 -548.482756 50.000000 13.000000 -26.000000 0 0 0.000000 0.000000 0.000000 0
0x900 2 8 0x90 3 1179 0x91 0 0x90 5 0 1176 1 3 -100.000000 -115.470054 50.000000 -3.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x901 2 8 0x90 1 1177 0x91 1 0x90 5 0 1177 1 2 -75.000000 -72.168784 50.000000 -2.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x902 2 8 0x90 2 1178 0x91 2 0x90 5 0 1178 1 3 -125.000000 -72.168784 50.000000 -3.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x903 2 8 0x90 0 1176 0x91 3 0x90 4 0 1179 1 2 -100.000000 -28.867513 50.000000 -2.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x904 2 8 0x90 7 1183 0x91 4 0x90 1 1 1180 1 3 -25.000000 -158.771324 50.000000 -2.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x905 2 8 0x90 5 1181 0x91 5 0x90 1 1 1181 1 2 0.000000 -115.470054 50.000000 -1.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x906 2 8 0x90 6 1182 0x91 6 0x90 1 1 1182 1 2 -50.000000 -115.470054 50.000000 -2.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x907 2 8 0x90 4 1180 0x91 7 0x90 0 1 1183 1 1 -25.000000 -72.168784 50.000000 -1.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x908 2 8 0x90 11 1187 0x91 8 0x90 4 2 1184 1 2 -125.000000 14.433757 50.000000 -2.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x909 2 8 0x90 9 1185 0x91 9 0x90 0 2 1185 1 0 0.000000 -28.867513 50.000000 0.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x90a 2 8 0x90 10 1186 0x91 10 0x90 4 2 1186 1 1 -75.000000 14.433757 50.000000 -1.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x90b 2 8 0x90 8 1184 0x91 11 0x90 0 2 1187 1 1 -50.000000 -28.867513 50.000000 -1.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x910 2 8 0x91 3 1191 0x91 12 0x90 7 0 1188 1 6 -100.000000 -288.675135 50.000000 -5.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x911 2 8 0x91 1 1189 0x91 13 0x90 7 0 1189 1 5 -75.000000 -245.373864 50.000000 -4.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x912 2 8 0x91 2 1190 0x91 14 0x90 7 0 1190 1 5 -125.000000 -245.373864 50.000000 -5.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x913 2 8 0x91 0 1188 0x91 15 0x90 6 0 1191 1 4 -100.000000 -202.072594 50.000000 -4.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x914 2 8 0x91 7 1195 0x91 16 0x90 3 1 1192 1 7 -25.000000 -331.976405 50.000000 -4.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x915 2 8 0x91 5 1193 0x91 17 0x90 3 1 1193 1 6 0.000000 -288.675135 50.000000 -3.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x916 2 8 0x91 6 1194 0x91 18 0x90 3 1 1194 1 6 -50.000000 -288.675135 50.000000 -4.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x917 2 8 0x91 4 1192 0x91 19 0x90 2 1 1195 1 5 -25.000000 -245.373864 50.000000 -3.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x918 2 8 0x91 11 1199 0x91 20 0x90 6 2 1196 1 4 -125.000000 -158.771324 50.000000 -4.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x919 2 8 0x91 9 1197 0x91 21 0x90 2 2 1197 1 4 0.000000 -202.072594 50.000000 -2.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x91a 2 8 0x91 10 1198 0x91 22 0x90 6 2 1198 1 3 -75.000000 -158.771324 50.000000 -3.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x91b 2 8 0x91 8 1196 0x91 23 0x90 2 2 1199 1 4 -50.000000 -202.072594 50.000000 -3.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x920 2 8 0x92 3 1203 0x92 0 0x90 5 0 1200 1 5 -250.000000 -28.867513 50.000000 -5.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x921 2 8 0x92 1 1201 0x92 1 0x90 5 0 1201 1 4 -225.000000 14.433757 50.000000 -4.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x922 2 8 0x92 2 1202 0x92 2 0x90 5 0 1202 1 5 -275.000000 14.433757 50.000000 -5.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x923 2 8 0x92 0 1200 0x92 3 0x90 4 0 1203 1 5 -250.000000 57.735027 50.000000 -4.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x924 2 8 0x92 7 1207 0x92 4 0x90 1 1 1204 1 4 -175.000000 -72.168784 50.000000 -4.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x925 2 8 0x92 5 1205 0x92 5 0x90 1 1 1205 1 3 -150.000000 -28.867513 50.000000 -3.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x926 2 8 0x92 6 1206 0x92 6 0x90 1 1 1206 1 4 -200.000000 -28.867513 50.000000 -4.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x927 2 8 0x92 4 1204 0x92 7 0x90 0 1 1207 1 3 -175.000000 14.433757 50.000000 -3.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x928 2 8 0x92 11 1211 0x92 8 0x90 4 2 1208 1 6 -275.000000 101.036297 50.000000 -4.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x929 2 8 0x92 9 1209 0x92 9 0x90 0 2 1209 1 3 -150.000000 57.735027 50.000000 -2.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x92a 2 8 0x92 10 1210 0x92 10 0x90 4 2 1210 1 5 -225.000000 101.036297 50.000000 -3.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x92b 2 8 0x92 8 1208 0x92 11 0x90 0 2 1211 1 4 -200.000000 57.735027 50.000000 -3.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x930 2 8 0x93 3 1215 0x92 12 0x90 7 0 1212 1 7 -250.000000 -202.072594 50.000000 -7.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x931 2 8 0x93 1 1213 0x92 13 0x90 7 0 1213 1 6 -225.000000 -158.771324 50.000000 -6.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x932 2 8 0x93 2 1214 0x92 14 0x90 7 0 1214 1 7 -275.000000 -158.771324 50.000000 -7.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x933 2 8 0x93 0 1212 0x92 15 0x90 6 0 1215 1 6 -250.000000 -115.470054 50.000000 -6.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x934 2 8 0x93 7 1219 0x92 16 0x90 3 1 1216 1 6 -175.000000 -245.373864 50.000000 -6.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x935 2 8 0x93 5 1217 0x92 17 0x90 3 1 1217 1 5 -150.000000 -202.072594 50.000000 -5.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x936 2 8 0x93 6 1218 0x92 18 0x90 3 1 1218 1 6 -200.000000 -202.072594 50.000000 -6.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x937 2 8 0x93 4 1216 0x92 19 0x90 2 1 1219 1 5 -175.000000 -158.771324 50.000000 -5.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x938 2 8 0x93 11 1223 0x92 20 0x90 6 2 1220 1 6 -275.000000 -72.168784 50.000000 -6.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x939 2 8 0x93 9 1221 0x92 21 0x90 2 2 1221 1 4 -150.000000 -115.470054 50.000000 -4.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x93a 2 8 0x93 10 1222 0x92 22 0x90 6 2 1222 1 5 -225.000000 -72.168784 50.000000 -5.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x93b 2 8 0x93 8 1220 0x92 23 0x90 2 2 1223 1 5 -200.000000 -115.470054 50.000000 -5.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x940 2 8 0x94 3 1227 0x93 0 0x90 5 0 1224 1 8 -400.000000 57.735027 50.000000 -7.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x941 2 8 0x94 1 1225 0x93 1 0x90 5 0 1225 1 8 -375.000000 101.036297 50.000000 -6.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x942 2 8 0x94 2 1226 0x93 2 0x90 5 0 1226 1 9 -425.000000 101.036297 50.000000 -7.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x943 2 8 0x94 0 1224 0x93 3 0x90 4 0 1227 1 9 -400.000000 144.337567 50.000000 -6.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x944 2 8 0x94 7 1231 0x93 4 0x90 1 1 1228 1 6 -325.000000 14.433757 50.000000 -6.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x945 2 8 0x94 5 1229 0x93 5 0x90 1 1 1229 1 6 -300.000000 57.735027 50.000000 -5.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x946 2 8 0x94 6 1230 0x93 6 0x90 1 1 1230 1 7 -350.000000 57.735027 50.000000 -6.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x947 2 8 0x94 4 1228 0x93 7 0x90 0 1 1231 1 7 -325.000000 101.036297 50.000000 -5.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x948 2 8 0x94 11 1235 0x93 8 0x90 4 2 1232 1 10 -425.000000 187.638837 50.000000 -6.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x949 2 8 0x94 9 1233 0x93 9 0x90 0 2 1233 1 7 -300.000000 144.337567 50.000000 -4.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x94a 2 8 0x94 10 1234 0x93 10 0x90 4 2 1234 1 9 -375.000000 187.638837 50.000000 -5.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x94b 2 8 0x94 8 1232 0x93 11 0x90 0 2 1235 1 8 -350.000000 144.337567 50.000000 -5.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x950 2 8 0x95 3 1239 0x93 12 0x90 7 0 1236 1 9 -400.000000 -115.470054 50.000000 -9.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x951 2 8 0x95 1 1237 0x93 13 0x90 7 0 1237 1 8 -375.000000 -72.168784 50.000000 -8.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x952 2 8 0x95 2 1238 0x93 14 0x90 7 0 1238 1 9 -425.000000 -72.168784 50.000000 -9.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x953 2 8 0x95 0 1236 0x93 15 0x90 6 0 1239 1 8 -400.000000 -28.867513 50.000000 -8.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x954 2 8 0x95 7 1243 0x93 16 0x90 3 1 1240 1 8 -325.000000 -158.771324 50.000000 -8.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x955 2 8 0x95 5 1241 0x93 17 0x90 3 1 1241 1 7 -300.000000 -115.470054 50.000000 -7.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x956 2 8 0x95 6 1242 0x93 18 0x90 3 1 1242 1 8 -350.000000 -115.470054 50.000000 -8.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x957 2 8 0x95 4 1240 0x93 19 0x90 2 1 1243 1 7 -325.000000 -72.168784 50.000000 -7.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x958 2 8 0x95 11 1247 0x93 20 0x90 6 2 1244 1 8 -425.000000 14.433757 50.000000 -8.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x959 2 8 0x95 9 1245 0x93 21 0x90 2 2 1245 1 6 -300.000000 -28.867513 50.000000 -6.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x95a 2 8 0x95 10 1246 0x93 22 0x90 6 2 1246 1 7 -375.000000 14.433757 50.000000 -7.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x95b 2 8 0x95 8 1244 0x93 23 0x90 2 2 1247 1 7 -350.000000 -28.867513 50.000000 -7.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x960 2 8 0x96 3 1251 0x94 0 0x90 5 0 1248 1 12 -550.000000 144.337567 50.000000 -9.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x961 2 8 0x96 1 1249 0x94 1 0x90 5 0 1249 1 12 -525.000000 187.638837 50.000000 -8.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x962 2 8 0x96 2 1250 0x94 2 0x90 5 0 1250 1 13 -575.000000 187.638837 50.000000 -9.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x963 2 8 0x96 0 1248 0x94 3 0x90 4 0 1251 1 13 -550.000000 230.940108 50.000000 -8.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x964 2 8 0x96 7 1255 0x94 4 0x90 1 1 1252 1 10 -475.000000 101.036297 50.000000 -8.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x965 2 8 0x96 5 1253 0x94 5 0x90 1 1 1253 1 10 -450.000000 144.337567 50.000000 -7.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x966 2 8 0x96 6 1254 0x94 6 0x90 1 1 1254 1 11 -500.000000 144.337567 50.000000 -8.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x967 2 8 0x96 4 1252 0x94 7 0x90 0 1 1255 1 11 -475.000000 187.638837 50.000000 -7.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x968 2 8 0x96 11 1259 0x94 8 0x90 4 2 1256 1 14 -575.000000 274.241378 50.000000 -8.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x969 2 8 0x96 9 1257 0x94 9 0x90 0 2 1257 1 11 -450.000000 230.940108 50.000000 -6.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x96a 2 8 0x96 10 1258 0x94 10 0x90 4 2 1258 1 13 -525.000000 274.241378 50.000000 -7.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x96b 2 8 0x96 8 1256 0x94 11 0x90 0 2 1259 1 12 -500.000000 230.940108 50.000000 -7.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x970 2 8 0x97 3 1263 0x94 12 0x90 7 0 1260 1 11 -550.000000 -28.867513 50.000000 -11.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x971 2 8 0x97 1 1261 0x94 13 0x90 7 0 1261 1 10 -525.000000 14.433757 50.000000 -10.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x972 2 8 0x97 2 1262 0x94 14 0x90 7 0 1262 1 11 -575.000000 14.433757 50.000000 -11.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x973 2 8 0x97 0 1260 0x94 15 0x90 6 0 1263 1 11 -550.000000 57.735027 50.000000 -10.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x974 2 8 0x97 7 1267 0x94 16 0x90 3 1 1264 1 10 -475.000000 -72.168784 50.000000 -10.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x975 2 8 0x97 5 1265 0x94 17 0x90 3 1 1265 1 9 -450.000000 -28.867513 50.000000 -9.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x976 2 8 0x97 6 1266 0x94 18 0x90 3 1 1266 1 10 -500.000000 -28.867513 50.000000 -10.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x977 2 8 0x97 4 1264 0x94 19 0x90 2 1 1267 1 9 -475.000000 14.433757 50.000000 -9.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x978 2 8 0x97 11 1271 0x94 20 0x90 6 2 1268 1 12 -575.000000 101.036297 50.000000 -10.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x979 2 8 0x97 9 1269 0x94 21 0x90 2 2 1269 1 9 -450.000000 57.735027 50.000000 -8.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x97a 2 8 0x97 10 1270 0x94 22 0x90 6 2 1270 1 11 -525.000000 101.036297 50.000000 -9.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x97b 2 8 0x97 8 1268 0x94 23 0x90 2 2 1271 1 10 -500.000000 57.735027 50.000000 -9.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x980 2 8 0x98 3 1275 0x95 0 0x90 5 0 1272 1 16 -700.000000 230.940108 50.000000 -11.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0x981 2 8 0x98 1 1273 0x95 1 0x90 5 0 1273 1 16 -675.000000 274.241378 50.000000 -10.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0x982 2 8 0x98 2 1274 0x95 2 0x90 5 0 1274 1 17 -725.000000 274.241378 50.000000 -11.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0x983 2 8 0x98 0 1272 0x95 3 0x90 4 0 1275 1 17 -700.000000 317.542648 50.000000 -10.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0x984 2 8 0x98 7 1279 0x95 4 0x90 1 1 1276 1 14 -625.000000 187.638837 50.000000 -10.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x985 2 8 0x98 5 1277 0x95 5 0x90 1 1 1277 1 14 -600.000000 230.940108 50.000000 -9.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x986 2 8 0x98 6 1278 0x95 6 0x90 1 1 1278 1 15 -650.000000 230.940108 50.000000 -10.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0x987 2 8 0x98 4 1276 0x95 7 0x90 0 1 1279 1 15 -625.000000 274.241378 50.000000 -9.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
